size,edges,rdd_time,rdd_iters,rdd_avg_iter,rdd_comps,df_time,df_iters,df_avg_iter,df_comps,speedup
1000,9948,2.3374528884887695,4,0.5843632221221924,999,0.14608097076416016,1,0.14608097076416016,261,16.001077185217103
5000,49918,2.0415091514587402,4,0.5103772878646851,4999,0.18238210678100586,1,0.18238210678100586,1306,11.193582459874033
10000,99944,1.9772670269012451,4,0.4943167567253113,9999,0.14256501197814941,1,0.14256501197814941,2589,13.869230601995783
25000,249946,2.8538661003112793,4,0.7134665250778198,24999,0.34196901321411133,1,0.34196901321411133,6461,8.34539385158981
50000,499946,3.81612229347229,5,0.763224458694458,49996,0.37145304679870605,1,0.37145304679870605,12834,10.273498430988191
